transcript,summary
"#Person1#: Hello, kya yeh doctor Smith ka office hai? #Person2#: Haan, yeh hai. Kya main aapki madad kar sakta hoon? #Person1#: Haan, mujhe doctor Smith se baat karni hai, please? #Person2#: Doctor Smith aaj dopahar ghar chale gaye. Kya main jaan sakta hoon aap kaun hain? #Person1#: Yeh Jim White hai. #Person2#: Oh haan, mister White. Doctor Smith ne mujhe aapko unka ghar ka phone number dene ko kaha tha. #Person1#: Thodi der rukiye, please. Haan, number kya hai? #Person2#: Unka number hai 77231059. #Person1#: Bahut dhanyavaad. #Person2#: Koi baat nahi.","Jim doctor Smith ko call karta hai, lekin woh available nahi hain. #Person2# Jim se unka number poochta hai."
"#Person1#: Toh, tera vacation kaisa raha? Tu Paris gaya tha, na? 
#Person2#: Haan, apne parents ke saath. Hum Saturday ko wapas aaye. Bahut accha tha! 
#Person1#: Kaunse sights dekhe tumne? 
#Person2#: Well, humne sabse famous jagahen dekhi, Eiffel Tower, Notre Dame Cathedral... Bahut interesting the. 
#Person1#: Kya tumne koi tours liye? 
#Person2#: Bas ek - Seine River par boat tour. 
#Person1#: Wah! Yeh toh fantastic lagta hai. 
#Person2#: Haan. Yeh city dekhne ka ek accha tareeka tha. 
#Person1#: Kya tum kisi famous art museums gaye? 
#Person2#: Haan. Mere parents ko art pasand hai, toh unhone museums mein ghanton bitaye. Lekin mere liye, yeh kaafi boring tha. Mujhe paintings mein zyada interest nahi hai. 
#Person1#: Toh, aur kya kiya tumne? 
#Person2#: Well, mera favorite kaam tha cafes mein baithna aur logon ko dekhna. Yeh bahut relaxing tha, aur French coffee toh zabardast hai. 
#Person1#: Yeh toh mujhe great vacation lag raha hai. Lekin mujhe kaam hai. Umeed hai main ek din wahan jaunga.",#Person1# ne #Person2# se poocha ki #Person2# ne Paris ke vacation mein kya kiya. #Person2# ne sabse famous jagahen dekhi aur cafes mein baithna sabse zyada enjoy kiya. #Person1# vacation ka intezaar kar raha hai.
"#Person1#: Hi, kya Olivia wahan hai, please? #Person2#: Mujhe maaf karo. Woh lunch par gayi hai. Kya aap message chhodna chahte hain? #Person1#: Haan. Yeh Harris hai. Kya aap Olivia ko bata sakte hain ki main uska intezaar karunga cinema ke box office par 7:10 baje? #Person2#: Sure, Harris. Aap uska intezaar karenge box office par 10 baje. #Person1#: Nahi, 7:10 baje. #Person2#: Oh, maaf kijiye, 7:10 baje. Main Olivia ko bata dunga. #Person1#: Dhanyavaad.","Harris Olivia ko call karta hai, lekin Olivia bahar hai. #Person2# usse message chhodne ko kehta hai."
"#Person1#: Kaho, Lisa, tum kya dekh rahi ho? #Person2#: Ek Japanese film. Main agle saal Japan mein guzarne wali hoon, aur mujhe wahan ki culture ke baare mein zyada jaan lena chahiye. #Person1#: Tumhara matlab hai ki tumhe program mein accept kar liya gaya hai? #Person2#: Haan. #Person1#: Yeh toh bahut accha hai. Tumhe bahut excitement honi chahiye. #Person2#: Excitement aur nervousness dono. Tumhe pata hai, mujhe kuch basic conversation skills par kaam karna hai. #Person1#: Tum kitna Japanese samajh sakti ho? #Person2#: Abhi sirf thoda. Lekin main agle mahine ek special language class join karne wali hoon. #Person1#: Main chahti hoon ki main bhi tumhari tarah foreign languages mein clever hoti. Mujhe abroad padhai karni hai. #Person2#: Toh phir tum kyun nahi karti? School mein bahut saare programs hain jo foreign language ki mastery nahi maangte. Tumhe bas aise insaan hona chahiye jo naye environment mein jaldi adjust kar sake. #Person1#: Mujhe laga sabhi programs ko foreign language aani chahiye. Is baare mein mujhe batane ke liye dhanyavaad.",Lisa ko program mein accept kiya gaya hai aur woh agle saal Japan ja rahi hai. Woh #Person1# ko encourage karti hai ki woh aise program ko dekhe jo foreign language ki mastery nahi maangta.
"#Person1#: Main television dekh kar thak gaya hoon. Chalo aaj raat cinema chalte hain. #Person2#: Theek hai. Kya tum downtown jaana chahte ho? Ya phir neighborhood mein koi achhi movie hai? #Person1#: Main zyada paisa kharch nahi karna chahta. Paper mein neighborhood theaters ke baare mein kya likha hai? #Person2#: Yeh raha list page... Column 6. Yeh lo. Rialto kahan hai? Wahan ek perfect movie hai. #Person1#: Woh bahut door hai. Aur wahan parking dhundhna mushkil hai. #Person2#: Toh, Grand Theater mein Gone with the Wind hai. #Person1#: Maine woh saalon pehle dekhi thi. Main phir se dekhne ke liye intezaar nahi kar sakta. Aur woh bahut lambi hai. Hum raat ko midnight tak ghar nahi pahunch payenge. #Person2#: Center mein ek horror film hai. Kya tum woh dekhna nahi chahoge? #Person1#: Nahi, bilkul nahi. Main aaj raat so nahi paunga. #Person2#: Bas itna hi hai. Jab tak hum apna faisla nahi badalte aur downtown nahi jaate. #Person1#: Nahi, hum iske liye paisa nahi de sakte. Zaroor koi aur movie hogi jo humne nahi dekhi. #Person2#: Yeh lo, khud dekh lo, mujhe aur kuch nahi mil raha. #Person1#: Yeh dekho! #Person2#: Kya? #Person1#: Television timetable mein, aaj raat baseball game hai. #Person2#: Main TV program nahi dekh raha tha. Main movie ads dekh raha tha. #Person1#: Mujhe pata hai, par main bas is par nazar daal raha tha. New York Boston ke saath khel raha hai. #Person2#: Woh toh accha hoga. Main woh dekhne mein koi dikkat nahi karunga. #Person1#: Theek hai. Chalo ghar par hi raho. Hum Friday ko cinema ja sakte hain.","#Person1# television dekh kar thak gaya hai, isliye #Person1# aur #Person2# paper mein movie chunne ke liye talash karte hain. Lekin woh koi suitable movie decide nahi kar paate. #Person1# ko pata chalta hai ki aaj raat baseball game hai, toh woh ghar par hi rehne ka faisla karte hain."
"#Person1#: Sir, aap online catalogue kaafi time se use kar rahe hain. Kya main aapki madad kar sakta hoon? #Person2#: Well, mujhe Hollywood ke 30s aur 40s ke baare mein ek paper likhna hai, aur main kaafi struggle kar raha hoon. Hundreds of books hain, aur mujhe nahi pata kahan se shuru karun. #Person1#: Aapka topic kaafi bada lag raha hai. Kyun na aap ise kuch chhota kar lein, jaise ki... uh... uss time ke studios ki history? #Person2#: Aap jaante hain, main yeh soch raha tha, lekin jab maine 'movie studios' type kiya toh 30 se zyada books aa gayi. #Person1#: Aap ise aur bhi chhota kar sakte hain agar aap specific years list karte hain. Try karke dekhiye '1930s' ya '1940s' ya shayad 'Golden Age'. #Person2#: 'Golden Age' acha idea hai, chalo main yeh type karta hoon. Hey, dekhiye, is baar sirf 6 books hain. Yeh kaafi behtar hai. #Person1#: Oh, ek aur cheez jo aap consider kar sakte hain. Kya aapne magazines ya newspaper articles dekhne ki koshish ki? #Person2#: Nahi, maine sirf books ke liye search kiya hai. #Person1#: Well, aap Reader's Guide to Periodical Literature mein magazine articles dekh sakte hain. #Person2#: Theek hai, mujhe lagta hai main in books se shuru karunga aur phir magazines dekhoonga. #Person1#: Agar aapko koi madad chahiye, main Reference Desk par hoon. #Person2#: Great, bahut shukriya.",#Person2# Hollywood ke 30s aur 40s ke baare mein books chunne mein struggle kar raha hai. #Person1# usse topic ko chhota karne ka suggestion deta hai specific years list karke. #Person1# #Person2# ko magazine articles dekhne ke liye bhi kehta hai.
"#Person1#: Maine abhi ek naya dress kharida. Tumhe kaisa laga? #Person2#: Tum usme bahut acchi lag rahi ho. Toh kya tum job interview ya party ke liye ja rahi ho? #Person1#: Nahi, mujhe apne school mein ek talk dene ke liye bulaya gaya hai. #Person2#: Toh iske liye tumne kitna pay kiya? #Person1#: Maine iske liye sirf $70 diye. Maine $30 bacha liye. #Person2#: Ye toh sach mein ek bargain hai. #Person1#: Tum bilkul sahi keh rahe ho. Toh jab main shopping par thi, tab tumne kya kiya? #Person2#: Maine thodi der TV dekhi aur phir thodi reading ki. Wo book itni interesting nahi thi, toh maine sirf kuch pages padhe. Phir maine shower liya. #Person1#: Maine socha tumne kaha tha ki tum Mike se milne ja rahe ho. #Person2#: Main kal uske ghar jaungi. Wo kal subah ghar aayega. #Person1#: Mujhe khushi hai ki wo us accident ke baad finally ghar aa raha hai.","Jab #Person1# ne ek naya dress kharidne mein bargain kiya, #Person2# ne ghar par TV dekha, ek boring book padhi, aur shower liya."
"#Person1#: Aap log ghar par khud ko aaraam se mehsoos karein. Main aapke coats le leta hoon. Dinner lagbhag tayaar hai. Mujhe umeed hai aap apna appetite lekar aaye hain. 
#Person2#: Aapka ghar bahut khoobsurat hai, Armand! Bahut hi interesting decor hai... bahut... Gothic. 
#Person3#: Mujhe yeh bahut amazing lagta hai! Aapka taste bahut accha hai, Armand. Main soch rahi hoon apne ghar ko re-decorate karne ka. Shayad aap mujhe kuch pointers de sakte hain? 
#Person1#: Yeh meri khushi hogi. Kripya baithiye. Kya main aapko ek glass wine offer kar sakta hoon? 
#Person3#: Humein bahut pasand aayega! 
#Person1#: Yeh lo. Ek bahut khaas merlot jo seedha mere ghar se aaya hai. Ismein ek unique ingredient hai jo isse ek pleasant aroma aur superior flavor deta hai. 
#Person3#: Mmm... yeh to delicious hai! 
#Person2#: Mere taste ke liye yeh thoda bitter hai... lagbhag... jaise... 
#Person3#: Ellen! Ellen! Kya aap theek hain? 
#Person1#: Kya woh behosh ho gayi? 
#Person3#: Haan... 
#Person1#: Mujhe umeed hai aapne uska drink zyada poison nahi kiya! Aap hamara meal kharab kar denge!","Ellen aur #Person3# Armand ke ghar jaate hain, aur ve saath mein dinner karte hain. Armand dwara diya gaya wine Ellen ke liye thoda bitter hai, aur woh behosh ho jaati hai."
"#Person1#: Agle hafte tera birthday party hai. Kitna exciting hai! Tujhe birthday par kya chahiye? #Person2#: Well, teri tarah ek car toh fantastic hoga. #Person1#: Hmm... Shayad abhi car nahi. Tu sirf 9 ka ho raha hai, samjha? Kya ek doll theek rahegi? #Person2#: Mom, main ek ladka hoon. Ladke stupid dolls nahi khelte, par ek machine gun bhi theek rahegi. #Person1#: Well, is baar nahi. Shayad hum tujhe ek accha dress aur ek choti purse de sakte hain, beta. Shayad... #Person2#: Shayad mujhe apna naam Mary rakh lena chahiye kyunki tumhe toh bahut zyada beti chahiye lagti hai?","#Person2# ek cool birthday present chahta hai, par uski mom usse ek sissy present dena chahti hai."
"#Person1#: Tumne mujhe kyun nahi bataya ki tumhari girlfriend hai? 
#Person2#: Sorry, mujhe laga tumhe pata hai. 
#Person1#: Lekin tumhe mujhe yeh batana chahiye tha ki tum usse pyaar karte ho. 
#Person2#: Kya maine nahi bataya? 
#Person1#: Tumhe pata hai tumne nahi bataya. 
#Person2#: Achha, ab main tumhe bata raha hoon. 
#Person1#: Haan, lekin tumhe pehle bata dena chahiye tha. 
#Person2#: Mujhe laga tumhe interest nahi hoga. 
#Person1#: Tum serious ho? Tumhe yeh nahi batane ki himmat kaise hui ki tum usse shaadi karne wale ho? 
#Person2#: Sorry, mujhe laga yeh matter nahi karta. 
#Person1#: Oh, tum mardon! Tum sab waise hi ho.",#Person1# gussa hai kyunki #Person2# ne #Person1# ko nahi bataya ki #Person2# ki girlfriend hai aur wo usse shaadi karne wale hain.
"#Person1#: Tum itne excited kyun ho, Edward? Kya koi khushi ki baat hai? #Person2#: Bilkul. Sirf khushi hi nahi, balki meaningful bhi. Maine aaj subah school ke liye subway liya. Subway station mein, maine ek novel wahan seat par pada hua dekha aur doosra elevator ke paas. #Person1#: Sach mein? Yeh kisi ne sharing ke liye rakha hoga. #Person2#: Haan, mujhe red wala bahut pasand aaya. Yeh to waqt guzarne ka ek accha tareeka hai. Main bhi apni kitab wahan rakhne ka plan bana raha hoon. Bas sharing ke liye. #Person1#: Zabardast. Lekin please, ise sahi jagah par rakho aur traffic ko disturb mat karo. #Person2#: Theek hai, main karunga.",Edward excited hai kyunki usse lagta hai ki subway par books rakhna logon ke liye waqt guzarne ka accha tareeka hai.
#Person1#: Tum kis tarah ki job karna chahte ho? #Person2#: Main management job karna chahta hoon kyunki mere paas teen saal ka work history hai. #Person1#: Agar tumhe hire kiya gaya toh tumhare plans kya hain? #Person2#: Main apni specialty aur experience ko apne kaam mein apply karunga aur dheere dheere is company mein management level tak pahunchunga.,#Person2# #Person1# ko apni ideal job aur agar hire kiya gaya toh job plan batata hai.
"#Person1#: Mister Ewing ne bola tha ki hume conference center 4 baje pahunchna hai, right? #Person2#: Haan, unhone khaas taur par kaha tha ki late nahi hona. Hamare East York branch office se kuch log aa rahe hain aur unhe unpe acha impression banana hai. Tum wahan kaise ja rahe ho? #Person1#: Main soch raha tha ki apni car le loon lekin mujhe lagta hai main underground le loon kyunki highway par construction hai. Tumhara kya plan hai? #Person2#: Main bhi underground le raha hoon. Kyun na hum saath chalein? Main sirf ek baar conference center gaya hoon, aur mujhe nahi pata wahan kaise jaana hai.","Conference centre jaldi pahunchne ke liye, #Person1# aur #Person2# underground lene ka faisla karte hain, aur #Person2# saath jaane ka prastaav rakhte hain."
"#Person1#: London mein accommodation kaisa hai Ahmed? #Person2#: Well, thoda mushkil hai. Yahan hazaron overseas students hain, tumhe pata hai. #Person1#: Kya hotel mein rehna, flat share karna, ya family ke saath rehna behtar hoga? #Person2#: Shuruat mein family ke saath rehna behtar hoga, Carla. #Person1#: Tum flat share karne ki salah nahi doge? #Person2#: Nahi, agar main tumhari jagah hota, toh flat mein nahi rehta. Tumhe flat mein padhai karne ka zyada time nahi milega. Tumhara aadha time cooking aur cleaning mein chale jayega. #Person1#: Main kaise jaan sakta hoon ki kaun si families students ko leti hain? #Person2#: Campus par student union building mein ek list hai. Student union ke log tumhe family dhoondhne mein madad kar sakte hain.",#Person2# Carla ko family ke saath rehne ki salah dete hain kyunki flat mein rehne se cooking aur cleaning mein zyada time lagega.
#Person1#: Kya tum college mein leader the? #Person2#: Haan. Main hamare university ka Propaganda department minister tha. #Person1#: Kya tumhe university mein koi honors ya awards mile? #Person2#: Nahi. Is baare mein afsos hai. #Person1#: Kya tumhe university mein kisi club activities mein shamil hone ka mauka mila? #Person2#: Haan. Main basketball Society ka member tha. Mujhe basketball khelna pasand hai. #Person1#: Tum college mein kaunse extracurricular activities mein hamesha shamil hote the? #Person2#: Kabhi kabhi main basketball khelta tha aur kabhi kabhi football.,#Person2# ne #Person1# ko bataya ki #Person2# college mein Propaganda department minister tha aur basketball khelta tha.
"#Person1#: Kya tum abhi bhi soap opera dekh rahi ho, Nancy? #Person2#: Haan. Jab yeh chalu hota hai, main isse aankhein nahi hata sakti. #Person1#: Kya yeh itna appealing hai? #Person2#: Well, opera ka cast itna strong nahi hai aur kahani bhi itni impressive nahi hai, par main actor ki acting waaqai mein outstanding hai, aur woh handsome bhi hai. #Person1#: Kya hum soch sakte hain ki tumhe abhi break ki zarurat hai? Channel eight par football match hai. #Person2#: Oh, us stupid match ke baare mein mat bolo. Mujhe samajh nahi aata kyun kuch log ek ball ke peeche bhaag rahe hain. #Person1#: Agar hum program choose kar sakte, toh main documentary dekhna pasand karunga, yeh tarah ka soap opera waaqai mein boring hai. #Person2#: Har kisi ka apna taste hota hai. Aur kya tumne kabhi suna hai, 'One man's meat is another's poison.' #Person1#: Par tum TV ke saamne lagbhag 5 ghante se ho, dinner time par bhi. Mujhe kehna pada ki tum sabse selfish insaan ho jo maine kabhi dekha hai. #Person2#: Well, well, channel dekh lo.","Nancy soap opera dekh rahi hai, par #Person1# football match dekhna chahta hai. Nancy break lene se mana karti hai, toh #Person1# kehta hai ki woh selfish hai."
"#Person1#: Shukriya mujhe book dene ke liye. #Person2#: Koi baat nahi. Lekin yeh book bahut mushkil hai, tumhe ek dictionary saath rakhni padegi. #Person1#: Lekin main har naye shabd ko dekhne ka aadat nahi hoon jab main ek novel padh raha hoon. Main sirf zaroori shabdon ko hi dekhta hoon.",#Person1# ne #Person2# se ek book udhaar li hai aur sirf zaroori shabdon ko hi dekhega.
"#Person1#: Excuse me, airport kahan hai? #Person2#: Um, kaafi door hai. Main aapko apne smart phone par map dikhata hoon. #Person1#: Oh, sorry, mera matlab hai wahan kaise pahunch sakta hoon? #Person2#: Well, yeh aap par depend karta hai. Kya aap jaldi pahunchna chahte hain ya sasta? #Person1#: Shayad sasta behtar hoga. #Person2#: Theek hai. Agar aap ek block neeche jaate hain aur left lete hain, toh aapko number 12 subway station milega. Number 12 le kar Grove Street tak jaaiye. Aur phir airport express train mein transfer karna hai. #Person1#: Mujhe kaise pata chalega ki train badalni hai? #Person2#: Train par announcements honge. Lekin mujhe yakin hai ki bahut saare log bade suitcase ke saath honge. Aap unka peecha kar sakte hain.",#Person1# ne #Person2# se airport tak sasta pahunchne ka tarika poocha. #Person2# ne #Person1# ko subway lene aur phir airport express train mein transfer karne ka guide kiya.
#Person1#: Tumhe film ke do main actors ki acting kaise lagi? #Person2#: Mujhe lagta hai hero ki acting heroine se inferior hai. Kya tumhe nahi lagta? #Person1#: Mujhe toh nahi lagta. Mera khayal hai hero ki acting par zyada vishwas kiya ja sakta hai.,#Person2# ko hero ki acting heroine se inferior lagti hai jabki #Person1# iska opposite sochta hai.
